Phlebovirus riftense	Complete	Clone 13	L	DQ375417	6404	43.59775	6404	1974	1974	Central African Republic	Africa			
Phlebovirus riftense	Complete	ZH-548	S	NC_014395	1690	48.93491	1690	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZH-548	M	NC_014396	3885	45.456886	3885	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	1260/78	L	DQ375418	6404	43.613365	6404	1978	1978	Zimbabwe	Africa			
Phlebovirus riftense	Complete	ZH-548	L	NC_014397	6404	43.89444	6404	1977	1977	Egypt	Africa			
Phlebovirus riftense	Complete	Zinga	L	DQ375419	6404	43.50406	6404	1969	1969	Central African Republic	Africa			
Phlebovirus riftense	Complete	ANK-3837	L	DQ375420	6404	43.50406	6404	1981	1981	Guinea	Africa			
Phlebovirus riftense	Complete	ANK-6087	L	DQ375421	6404	43.519676	6404	1984	1984	Guinea	Africa			
Phlebovirus riftense	Complete	Hv-B375	L	DQ375422	6404	43.550907	6404	1985	1985	Central African Republic	Africa			
Phlebovirus riftense	Complete	CAR-R1622	L	DQ375423	6404	43.550907	6404	1985	1985	Central African Republic	Africa			
Phlebovirus riftense	Complete	1853/78	L	DQ375424	6404	43.254215	6404	1978	1978	Zimbabwe	Africa			
Phlebovirus riftense	Complete	763/70	L	DQ375426	6404	43.59775	6404	1970	1970	Zimbabwe	Africa			
Phlebovirus riftense	Complete	73HB1230	L	DQ375425	6404	43.73829	6404	1973	1973	Central African Republic	Africa			
Phlebovirus riftense	Complete	Kenya 56 (IB8)	L	DQ375427	6404	43.56652	6404			Kenya	Africa			
Phlebovirus riftense	Complete	SA-75	L	DQ375428	6404	43.59775	6404	1975	1975	South Africa	Africa			
Phlebovirus riftense	Complete	Entebbe	L	DQ375429	6404	43.613365	6404	1944	1944	Uganda	Africa			
Phlebovirus riftense	Complete	Smithburn	L	DQ375430	6404	43.488445	6404	1944	1944	Uganda	Africa			
Phlebovirus riftense	Complete	Kenya 57 (Rintoul)	L	DQ375431	6404	43.753902	6404	1951	1951	Kenya	Africa			
Phlebovirus riftense	Complete	2373/74	L	DQ375432	6404	43.707058	6404	1974	1974	Zimbabwe	Africa			
Phlebovirus riftense	Complete	SA-51 (Van Wyck)	L	DQ375433	6404	43.838825	6404	1951	1951	South Africa	Africa			
Phlebovirus riftense	Complete	2269/74	L	DQ375434	6404	43.675827	6404	1974	1974	Zimbabwe	Africa			
Phlebovirus riftense	Complete	2250/74	S	DQ380143	1690	48.93491	1690	1974	1974	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	MgH824	S	DQ380144	1691	48.90597	1691	1979	1979	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZS-6365	S	DQ380145	1690	49.053253	1690	1979	1979	Egypt	Africa	sheep	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	ZM-657	S	DQ380146	1690	48.93491	1690	1978	1978	Egypt	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	T-46 (228113)	S	DQ380147	1690	48.87574	1690			Egypt	Africa	Aedes taeniorhynchus		
Phlebovirus riftense	Complete	ZH-501-777	S	DQ380148	1690	48.87574	1690			Egypt	Africa			
Phlebovirus riftense	Complete	ZH-501	S	DQ380149	1690	48.87574	1690	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	T1	S	DQ380150	1689	48.84547	1689			Egypt	Africa	Culex pipiens	Northern House Mosquito	Insect
Phlebovirus riftense	Complete	ZH-548	S	DQ380151	1690	48.93491	1690	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZC-3349	S	DQ380152	1690	49.171597	1690	1978	1978	Egypt	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	ZH-1776	S	DQ380153	1690	48.994083	1690	1978	1978	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	MP-12	S	DQ380154	1690	49.053253	1690	1977	1977	Egypt	Africa			
Phlebovirus riftense	Complete	Kenya 57 (Rintoul)	S	DQ380155	1691	49.201656	1691	1951	1951	Kenya	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	Entebbe	S	DQ380156	1691	49.08338	1691	1944	1944	Uganda	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	M48/08	M	HQ009512	3885	45.662807	3885	2008	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	Smithburn	S	DQ380157	1692	49.113476	1692	1944	1944	Uganda	Africa			
Phlebovirus riftense	Complete	SA-51 (Van Wyck)	S	DQ380158	1691	49.526627	1691	1951	1951	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	2373/74	S	DQ380159	1691	49.024246	1691	1974	1974	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	CAR-R1622	S	DQ380160	1690	48.698223	1690	1985	1985	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Hv-B375	S	DQ380161	1690	48.757397	1690	1985	1985	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	73HB1449	S	DQ380162	1690	48.87574	1690	1973	1973	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	74HB59	S	DQ380163	1690	48.87574	1690	1974	1974	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	1260/78	S	DQ380164	1690	49.053253	1690	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	ANK-3837	S	DQ380165	1690	48.639053	1690	1981	1981	Guinea	Africa	Hipposideros caffer (bat)	Bat	Nonhuman Mammal
Phlebovirus riftense	Complete	ANK-6087	S	DQ380166	1690	48.639053	1690	1984	1984	Guinea	Africa	Micropterus pusillus (bat)		
Phlebovirus riftense	Complete	Zinga	S	DQ380167	1690	48.639053	1690	1969	1969	Central African Republic	Africa	Mansonia africana	Mosquito	Insect
Phlebovirus riftense	Complete	1853/78	S	DQ380168	1691	48.61029	1691	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	Kenya 9800523	S	DQ380169	1690	48.994083	1690	1998	1998	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Kenya 83 (21445)	S	DQ380171	1691	49.024246	1691	1983	1983	Kenya	Africa	Aedes macintoshi		
Phlebovirus riftense	Complete	73HB1230	S	DQ380172	1690	48.87574	1690	1973	1973	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2269/74	S	DQ380173	1691	49.26079	1691	1974	1974	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	763/70	S	DQ380174	1690	49.171597	1690	1970	1970	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SA-75	S	DQ380175	1691	49.08338	1691	1975	1975	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Kenya 56 (IB8)	S	DQ380176	1690	48.816566	1690			Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	OS-8	S	DQ380177	1690	49.526627	1690	1987	1987	Mauritania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	OS-3	S	DQ380178	1690	49.526627	1690	1987	1987	Mauritania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	OS-9	S	DQ380179	1690	49.5858	1690	1987	1987	Mauritania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	OS-1	S	DQ380180	1692	49.70449	1692	1987	1987	Mauritania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ARD-38388	S	DQ380181	1691	49.379066	1691	1983	1983	Burkina Faso	Africa	Aedes cuminsi		
Phlebovirus riftense	Complete		S	DQ380182	1141	49.34268	1141	1974	1974	Central African Republic	Africa			
Phlebovirus riftense	Complete	OS-9	M	DQ380183	3885	45.688545	3885	1987	1987	Mauritania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	OS-3	M	DQ380184	3885	45.637066	3885	1987	1987	Mauritania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	OS-8	M	DQ380185	3885	45.688545	3885	1987	1987	Mauritania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	OS-1	M	DQ380186	3885	45.611324	3885	1987	1987	Mauritania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ARD-38388	M	DQ380187	3885	45.339855	3885	1983	1983	Burkina Faso	Africa	Aedes cuminsi		
Phlebovirus riftense	Complete	763/70	M	DQ380188	3885	45.508366	3885	1970	1970	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SA-75	M	DQ380189	3885	45.508366	3885	1975	1975	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Kenya 56 (IB8)	M	DQ380190	3885	45.585587	3885			Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	Entebbe	M	DQ380191	3885	45.276707	3885	1944	1944	Uganda	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	Kenya 57 (Rintoul)	M	DQ380192	3900	45.179485	3900	1951	1951	Kenya	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	2373/74	M	DQ380194	3885	45.456886	3885	1974	1974	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	SA-51 (Van Wyck)	M	DQ380195	3885	45.482624	3885	1951	1951	South Africa	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	Kenya 9800523	M	DQ380196	3885	45.611324	3885	1998	1998	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	Kenya 83 (21445)	M	DQ380198	3885	45.662807	3885	1983	1983	Kenya	Africa	Aedes macintoshi		
Phlebovirus riftense	Complete	T-46 (228113)	M	DQ380199	3885	45.559845	3885	1977	1977	Egypt	Africa	Aedes taeniorhyncus		
Phlebovirus riftense	Complete	Sudan SP-2007	S	JQ820479	1691	49.201656	1691	2007	2007	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZH-501	M	DQ380200	3885	45.559845	3885	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	T1	M	DQ380201	3885	45.534107	3885	1977	1977	Egypt	Africa	Culex pipiens	Northern House Mosquito	Insect
Phlebovirus riftense	Complete	ZH-501-777	M	DQ380202	3885	45.559845	3885	1977	1977	Egypt	Africa			
Phlebovirus riftense	Complete	ZH-1776	M	DQ380203	3885	45.405407	3885	1978	1978	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZM-657	M	DQ380204	3885	45.405407	3885	1978	1978	Egypt	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	ZS-6365	M	DQ380205	3885	45.431145	3885	1979	1979	Egypt	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	ZH-548	M	DQ380206	3885	45.456886	3885	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZC-3349	M	DQ380207	3885	45.534107	3885	1978	1978	Egypt	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2250/74	M	DQ380209	3885	45.534107	3885	1974	1974	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	MgH824	M	DQ380210	3885	45.688545	3885	1979	1979	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	73HB1449	M	DQ380211	3885	45.817245	3885	1973	1973	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	74HB59	M	DQ380212	3885	45.817245	3885	1974	1974	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	1260/78	M	DQ380214	3885	45.868725	3885	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	ANK-3837	M	DQ380215	3885	45.637066	3885	1981	1981	Guinea	Africa	Hipposideros caffer (bat)	Bat	Nonhuman Mammal
Phlebovirus riftense	Complete	ANK-6087	M	DQ380216	3885	45.611324	3885	1984	1984	Guinea	Africa	Micropterus caffer (bat)		
Phlebovirus riftense	Complete	Zinga	M	DQ380217	3885	45.688545	3885	1969	1969	Central African Republic	Africa	Mansonia africana	Mosquito	Insect
Phlebovirus riftense	Complete	Hv-B375	M	DQ380218	3885	45.817245	3885	1985	1985	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	CAR-R1622	M	DQ380219	3885	45.662807	3885	1985	1985	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	1853/78	M	DQ380220	3885	45.611324	3885	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	73HB1230	M	DQ380221	3885	45.353924	3885	1973	1973	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2269/74	M	DQ380222	3885	45.817245	3885	1974	1974	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	688/78	S	DQ924959	738	50.94851	738	1978	1978	Zimbabwe	Africa			
Phlebovirus riftense	Complete	KEN07-KUR340	M	EF460404	3885	45.714287	3885	2007-01	2007	Kenya	Africa		Lab host	Lab
Phlebovirus riftense	Complete	KEN07-KLF112	M	EF467177	3885	45.714287	3885	2007-01	2007	Kenya	Africa	Culex poicilipes	Mosquito	Insect
Phlebovirus riftense	Complete	KEN06-ELH131B08	M	EF467178	3885	45.714287	3885	2006-12	2006	Kenya	Africa	Aedes ochraceus	Mosquito	Insect
Phlebovirus riftense	Complete	OV 35/74	S	EF530207	738	50.813007	738			South Africa	Africa			
Phlebovirus riftense	Complete	2007002820	M	JF309200	3885	45.714287	3885	2007-02-09	2007	Kenya	Africa	buffalo	Buffalo	Nonhuman Mammal
Phlebovirus riftense	Complete	200803162	L	JF311368	6404	43.457214	6404	2008-01	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803163	L	JF311369	6404	43.53529	6404	2008-02	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803164	L	JF311370	6404	43.50406	6404	2008-03	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803165	L	JF311371	6404	43.519676	6404	2008-03	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803166	L	JF311372	6404	43.457214	6404	1991-02	1991	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803167	L	JF311373	6404	43.519676	6404	1991-02	1991	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803168	L	JF311374	6404	43.488445	6404	2008-02	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803169	L	JF311375	6404	43.519676	6404	2008-02	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803162	M	JF311377	3885	45.662807	3885	2008-01	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803170	L	JF311376	6404	43.519676	6404	2008-03	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803163	M	JF311378	3885	45.688545	3885	2008-02	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803164	M	JF311379	3885	45.688545	3885	2008-03	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803165	M	JF311380	3885	45.688545	3885	2008-03	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803166	M	JF311381	3885	45.688545	3885	1991-02	1991	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803167	M	JF311382	3885	45.740025	3885	1991-02	1991	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803168	M	JF311383	3885	45.662807	3885	2008-02	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803169	M	JF311384	3885	45.740025	3885	2008-02	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803170	M	JF311385	3885	45.637066	3885	2008-03	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803162	S	JF311386	1691	48.96511	1691	2008-01	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803163	S	JF311387	1691	48.90597	1691	2008-02	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803164	S	JF311388	1691	48.846836	1691	2008-03	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803165	S	JF311389	1691	48.90597	1691	2008-03	2008	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803166	S	JF311390	1691	49.024246	1691	1991-02	1991	Madagascar	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	200803167	S	JF311391	1691	49.08338	1691	1991-02	1991	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803168	S	JF311392	1691	48.846836	1691	2008-02	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803169	S	JF311393	1691	48.90597	1691	2008-02	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	200803170	S	JF311394	1691	48.90597	1691	2008-03	2008	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	2007000234	L	JF326186	6404	43.488445	6404	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000253	L	JF326187	6404	43.488445	6404	2006-12-29	2006	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	Sudan 7-2010	S	JQ820480	1691	49.08338	1691	2010-10	2010	Sudan	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000260	L	JF326188	6404	43.488445	6404	2006-12-31	2006	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	2007000323	L	JF326189	6404	43.550907	6404	2007-02	2007	Tanzania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000324	L	JF326190	6404	43.472828	6404	2007-02	2007	Tanzania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000234	M	JF326191	3885	45.637066	3885	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000253	M	JF326192	3885	45.688545	3885	2006-12-29	2006	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	2007000260	M	JF326193	3885	45.740025	3885	2006-12-31	2006	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	2007000323	M	JF326194	3885	45.611324	3885	2007-02	2007	Tanzania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000324	M	JF326195	3885	45.740025	3885	2007-02	2007	Tanzania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000003	S	JF326196	1691	48.90597	1691	2007-01-08	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000041	S	JF326197	1691	48.90597	1691	2007-01-10	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000234	S	JF326198	1691	48.90597	1691	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000245	S	JF326199	1691	48.90597	1691	2006-12-29	2006	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	2007000250	S	JF326200	1691	48.7877	1691	2006-12-29	2006	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	2007000253	S	JF326201	1691	48.7877	1691	2006-12-29	2006	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	2007000260	S	JF326202	1691	48.90597	1691	2006-12-31	2006	Kenya	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	2007000323	S	JF326203	1691	48.96511	1691	2007-02	2007	Tanzania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	2007000324	S	JF326204	1691	48.90597	1691	2007-02	2007	Tanzania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	35/74	L	JF784386	6404	43.582138	6404	1974	1974	South Africa	Africa	sheep	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	35/74	M	JF784387	3885	45.534107	3885	1974	1974	South Africa	Africa	sheep	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	35/74	S	JF784388	1691	49.024246	1691	1974	1974	South Africa	Africa	sheep	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	56KEN65	S	EU312103	1690	48.757397	1690	1965	1965	Kenya	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	900085MAU88	S	EU312104	1692	49.70449	1692	1988	1988	Mauritania	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	214445KEN83	S	EU312105	1691	49.024246	1691	1983	1983	Kenya	Africa	Aedes mcintoshi (mosquito)		
Phlebovirus riftense	Complete	An991MAD91	S	EU312106	1691	48.96511	1691	1991	1991	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	An999MAD91	S	EU312107	1691	49.024246	1691	1991	1991	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	An1000MAD91	S	EU312108	1691	48.90597	1691	1991	1991	Madagascar	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	AnK6087GUI84	S	EU312109	1690	48.639053	1690	1984	1984	Guinea	Africa	Micropteropus pusillus (bat)		
Phlebovirus riftense	Complete	AnTAMBUL	S	EU312110	1690	48.816566	1690	1994	1994	Egypt	Africa	animal		
Phlebovirus riftense	Complete	Ar74RSA55	S	EU312111	1691	48.846836	1691	1955	1955	South Africa	Africa	Aedes circumluteolus (mosquito)		
Phlebovirus riftense	Complete	Ar811MAD79	S	EU312112	1691	48.90597	1691	1979	1979	Madagascar	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	Ar12568RSA71	S	EU312113	1690	49.053253	1690	1971	1971	South Africa	Africa	Eretmapodites quinquevittatus (mosquito)		
Phlebovirus riftense	Complete	Ar20368RSA81	S	EU312114	1690	49.112427	1690	1981	1981	South Africa	Africa	Culex zombaensis (mosquito)		
Phlebovirus riftense	Complete	ArD38388BF83	S	EU312116	1692	49.70449	1692	1983	1983	Burkina Faso	Africa	Aedes cumminsii (mosquito)		
Phlebovirus riftense	Complete	ArD38661SEN81	S	EU312117	1691	49.319927	1691	1981	1981	Senegal	Africa	Aedes dalzieli (mosquito)		
Phlebovirus riftense	Complete	B314KEN62	S	EU312118	1691	49.024246	1691	1962	1962	Kenya	Africa			
Phlebovirus riftense	Complete	B1143KEN77	S	EU312119	1691	49.024246	1691	1977	1977	Kenya	Africa			
Phlebovirus riftense	Complete	H1825RSA75	S	EU312120	1691	49.024246	1691	1975	1975	South Africa	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	LunyoUGA55	S	EU312121	1692	49.34988	1692	1955	1955	Uganda	Africa	mosquito	Mosquito	Insect
Phlebovirus riftense	Complete	R1662CAR85	S	EU312122	1690	48.698223	1690	1985	1985	Central African Republic	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU45ZAMB85	S	EU312123	1690	49.053253	1690	1985	1985	Zambia	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU77NAM04	S	EU312124	1690	49.171597	1690	2004	2004	Namibia	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU204ANGL85	S	EU312125	1691	49.201656	1691	1985	1985	Angola	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU12002SOM98	S	EU312126	1690	48.994083	1690	1998	1998	Somalia	Africa	caprine	Goat	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU52001RSA99	S	EU312127	1691	48.72856	1691	1999	1999	South Africa	Africa	buffalo	Buffalo	Nonhuman Mammal
Phlebovirus riftense	Complete	SPU384001KEN97	S	EU312128	1690	48.994083	1690	1997	1997	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	vacEGY	S	EU312129	1690	48.87574	1690			Uganda	Africa			
Phlebovirus riftense	Complete	VRL763ZIM70	S	EU312130	1690	49.171597	1690	1970	1970	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL825ZIM79	S	EU312131	1691	49.26079	1691	1979	1979	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL1032ZIM78	S	EU312132	1691	48.492016	1691	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL1290ZIM78	S	EU312133	1691	48.96511	1691	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL1516ZIM78	S	EU312134	1690	48.93491	1690	1978	1978	Zimbabwe	Africa	ovine	Sheep	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL1887ZIM78	S	EU312135	1690	49.23077	1690	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	VRL2230ZIM78	S	EU312136	1690	49.112427	1690	1978	1978	Zimbabwe	Africa	Bovine	Cow	Nonhuman Mammal
Phlebovirus riftense	Complete	ZH501EGY77	S	EU312137	1690	48.87574	1690	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	ZH548EGY77	S	EU312138	1690	48.93491	1690	1977	1977	Egypt	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU2201KEN07	S	EU312139	1690	49.112427	1690	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU2223KEN07	S	EU312140	1691	48.90597	1691	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU2214KEN07	S	EU312141	1691	49.26079	1691	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU2215KEN07	S	EU312142	1691	49.024246	1691	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU2220KEN07	S	EU312143	1691	48.90597	1691	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU10301KEN07	S	EU312144	1691	48.846836	1691	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU10302KEN07	S	EU312145	1691	48.90597	1691	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU10307KEN07	S	EU312146	1690	48.816566	1690	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
Phlebovirus riftense	Complete	SPU10315KEN07	S	EU312147	1691	48.90597	1691	2007	2007	Kenya	Africa	Homo sapiens	Human	Human
